created_at,entry_id,field1
2025-02-17 14:17:25 UTC,1,70.69875
2025-02-17 14:17:57 UTC,2,83.46168
2025-02-17 14:18:25 UTC,3,87.90269
2025-02-17 14:18:57 UTC,4,81.85907
2025-02-17 14:19:27 UTC,5,75.67345
2025-02-17 14:19:58 UTC,6,75.25640
2025-02-17 14:21:00 UTC,7,75.57473
2025-02-17 14:21:27 UTC,8,70.63049
2025-02-17 14:22:31 UTC,9,77.57051
